"ID","SMR","Calendar","Eng_Speed_Max","Eng_Speed_Ave","Blowby_Press_Max","LF_Exh_Temp_Max","LR_Exh_Temp_Max","RF_Exh_Temp_Max","RR_Exh_Temp_Max","Boost_Press_Max","E_Oil_P_Max","E_Oil_P_Lo_Min","E_Oil_P_Hi_Min","E_Oil_Tmp_Max","Fuel_Rate","Cool_Temp_Max","Cool_Temp_Min","TM_Oil_Temp_Max","Ambient_Temp_Max","Ambient_Temp_Ave","Ambient_Temp_Min","Atomos_Press_Ave","F_Brake_P_Max","R_Brake_P_Max","Travel_Speed_Max","ECO_ON","Machine_Serial"
"95222575","14663.2","2019-03-20 20:24:49","2416","1494","665.85092281024","966","935","685","969","18048.332823493","6.0161109411645","1.0196798205363","3.6708473539309","99","88.8","84","42","82","28","14","8","840","195.77852554298","195.77852554298","37","1520","9551"
"95222574","14643.1","2019-03-19 15:59:11","2273","1551","705.61843581115","968","934","692","969","18048.332823493","6.2200469052717","1.0196798205363","3.6708473539309","98","93.5","82","20","82","23","13","7","840","195.77852554298","195.77852554298","36.8","311","9551"
"95222573","14623.1","2019-03-18 09:24:49","2278","1541","720.9136331192","969","938","718","969","17946.36484144","6.6279188334863","1.0196798205363","3.6708473539309","100","92.5","88","25","86","26","16","9","840","195.77852554298","195.77852554298","39.8","1416","9551"
"95222567","14503","2019-03-11 01:36:52","2365","1405","751.50402773529","969","944","659","969","18558.172733762","6.2200469052717","1.0196798205363","3.7728153359845","95","81.2","80","27","80","13","6","1","850","195.77852554298","195.77852554298","37.5","1153","9551"
"95222566","14482.9","2019-03-09 19:43:30","2420","1470","721.93331293974","969","938","670","969","18150.300805547","5.8121749770572","1.0196798205363","3.5688793718772","100","84.4","86","18","88","22","14","5","840","195.77852554298","195.77852554298","36.4","1533","9551"
"95908668","18166.7","2019-03-10 01:10:24","2287","1484","1047.2111756908","-32768","-32768","969","-32768","18048.332823493","5.8121749770572","1.2236157846436","3.9767513000918","97","84.7","80","18","89","22","12","3","840","194.75884572244","197.81788518405","37.3","1473","9535"
"95222565","14462.9","2019-03-08 14:39:14","2291","1475","735.18915060671","969","945","675","969","18150.300805547","5.8121749770572","1.0196798205363","3.6708473539309","98","86","84","41","82","26","14","8","840","195.77852554298","195.77852554298","37.6","293","9551"
"95222562","14402.9","2019-03-05 00:57:31","2256","1454","735.18915060671","968","968","682","969","18354.236769654","6.423982869379","1.0196798205363","3.6708473539309","98","86.7","84","18","81","28","14","8","840","195.77852554298","195.77852554298","37.3","141","9551"
"95222564","14442.9","2019-03-07 10:39:21","2377","1529","761.70082594065","969","936","689","969","18048.332823493","5.8121749770572","1.0196798205363","3.6708473539309","97","93.1","83","40","81","18","13","9","840","196.79820536352","196.79820536352","37","234","9551"
"95222563","14422.9","2019-03-06 08:21:39","2296","1502","761.70082594065","969","948","670","969","18252.268787601","6.1180789232181","1.0196798205363","3.7728153359845","96","90.1","81","30","81","18","12","7","840","195.77852554298","195.77852554298","37.1","541","9551"
"96219909","31966.9","2019-02-01 00:35:39","2249","1512","1096.1558070766","-32768","-32768","969","-32768","15091.261343938","6.1180789232181","1.2236157846436","3.9767513000918","93","79.5","74","27","71","22","11","6","830","197.81788518405","195.77852554298","37.6","1911","J20150"
"96219910","31986.9","2019-02-02 09:05:46","2242","1514","1113.4903640257","-32768","-32768","969","-32768","15091.261343938","6.0161109411645","1.2236157846436","3.6708473539309","93","80.1","74","15","74","23","12","7","830","198.83756500459","197.81788518405","38","485","J20150"
"96219911","32007","2019-02-03 17:03:58","2247","1492","1121.64780259","-32768","-32768","969","-32768","14989.293361884","6.0161109411645","1.2236157846436","3.8747833180381","94","78.3","76","25","85","23","13","9","830","199.85724482513","197.81788518405","37.9","386","J20150"
"96219912","32027","2019-02-04 19:24:32","2412","1403","1262.363617824","-32768","-32768","969","-32768","15193.229325992","6.3220148873254","1.3255837666973","3.9767513000918","89","73.9","70","25","75","15","5","1","830","198.83756500459","195.77852554298","39","65","J20150"
"96219913","32047","2019-02-05 23:04:25","2253","1407","1396.9613541348","-32768","-32768","969","-32768","15091.261343938","6.0161109411645","1.4275517487509","4.3846232283063","85","74.7","65","21","70","13","3","-1","840","197.81788518405","195.77852554298","37.5","1374","J20150"
"96219914","32067","2019-02-07 07:38:22","2275","1561","1192.005710207","-32768","-32768","969","-32768","15397.165290099","6.2200469052717","1.3255837666973","4.180687264199","88","87.1","68","15","73","18","4","0","840","197.81788518405","195.77852554298","38.2","1685","J20150"
"96219915","32087","2019-02-08 11:53:15","2261","1553","1477.5160599572","-32768","969","969","-32768","15193.229325992","6.0161109411645","1.2236157846436","3.8747833180381","92","86.2","72","24","71","21","9","2","840","198.83756500459","195.77852554298","38.7","269","J20150"
"96219916","32107","2019-02-09 16:44:10","2278","1570","1115.5297236668","-32768","969","969","-32768","14989.293361884","5.6082390129499","1.2236157846436","3.9767513000918","93","84.3","74","32","73","23","12","6","830","197.81788518405","195.77852554298","38.6","225","J20150"
"96219917","32127.1","2019-02-11 01:40:04","2253","1595","1415.3155909045","-32768","969","969","-32768","14989.293361884","5.9141429591108","1.2236157846436","3.9767513000918","94","86.7","74","29","71","22","12","9","830","197.81788518405","194.75884572244","38.5","3341","J20150"
"96219918","32147.1","2019-02-12 19:09:52","2244","1486","1370.4496788009","-32768","969","969","-32768","15193.229325992","6.1180789232181","1.3255837666973","4.180687264199","93","85.6","72","17","70","13","5","1","830","196.79820536352","193.73916590191","38.5","1089","J20150"
"96219919","32167.1","2019-02-14 01:15:14","2334","1423","1244.0093810543","-32768","969","969","-32768","15091.261343938","6.1180789232181","1.3255837666973","3.9767513000918","86","77.7","68","21","68","16","6","2","840","197.81788518405","194.75884572244","37.8","268","J20150"
"96219920","32187.1","2019-02-15 06:50:56","2276","1476","1265.4226572856","-32768","969","969","-32768","15091.261343938","5.8121749770572","1.3255837666973","4.0787192821454","89","78.7","72","31","73","19","9","4","840","197.81788518405","195.77852554298","37.6","517","J20150"
"96223374","17861.6","2019-02-10 19:54:11","2337","1405","1871.1124706842","-32768","109","-32768","679","17232.588967064","4.5885591924136","0.81574385642908","3.2629754257163","105","79.7","78","32","81","23","14","10","840","195.77852554298","197.81788518405","39","1847","9534"
"96223375","17881.6","2019-02-11 21:41:30","2244","1475","2007.7495666361","-32768","383","-32768","677","17640.460895279","4.5885591924136","0.81574385642908","3.2629754257163","106","86.4","77","39","83","13","8","5","840","195.77852554298","196.79820536352","37.4","2033","9534"
"96223376","17901.6","2019-02-13 09:09:29","2291","1403","2135.2095442031","-32768","365","-32768","651","17844.396859386","5.0983991026818","0.81574385642908","3.36494340777","104","75.6","75","20","75","10","4","2","840","195.77852554298","197.81788518405","36.7","2","9534"
"96223377","17921.6","2019-02-14 11:20:56","2384","1435","2130.1111451004","-32768","227","-32768","664","17640.460895279","4.6905271744672","0.81574385642908","3.2629754257163","104","79.5","76","40","85","15","8","4","850","196.79820536352","197.81788518405","37.5","526","9534"
"96223378","17941.7","2019-02-15 23:34:36","2287","1456","2074.0287549709","-32768","246","-32768","682","17436.524931172","5.6082390129499","0.81574385642908","3.36494340777","103","79.4","79","25","80","22","12","7","840","195.77852554298","196.79820536352","37.1","2326","9534"
"96223402","18424.5","2019-03-22 11:48:02","2235","1471","678.08708065667","-32768","300","-32768","-32768","19169.980626083","5.5062710308963","0.91771183848272","3.6708473539309","100","90.6","79","16","78","21","12","6","840","198.83756500459","199.85724482512","36.3","4830","9534"
"96223403","18444.5","2019-03-23 16:46:35","2279","1450","659.73284388702","-32768","108","-32768","-32768","19169.980626083","4.8944631385745","0.81574385642908","3.6708473539309","100","87.6","80","37","79","31","14","7","840","197.81788518405","198.83756500459","36.8","1154","9534"
"96223404","18464.5","2019-03-24 23:47:10","2237","1547","686.24451922096","-32768","273","-32768","-32768","17640.460895279","5.302335066789","0.81574385642908","3.2629754257163","102","97.6","83","24","81","28","18","13","840","198.83756500459","198.83756500459","37","2369","9534"
"96223383","18041.7","2019-02-22 16:04:11","2269","1461","2459.4677271337","-32768","346","-32768","673","17640.460895279","4.7924951565209","0.71377587437545","2.4472315692872","117","87.8","76","15","83","17","9","1","840","195.77852554298","197.81788518405","36","2716","9534"
"96223384","18061.7","2019-02-23 20:21:41","2313","1462","2385.0311002345","-32768","303","-32768","675","17538.492913225","4.4865912103599","0.71377587437545","2.4472315692872","120","89.1","77","27","81","26","11","7","840","195.77852554298","196.79820536352","37.4","91","9534"
"96223385","18081.8","2019-02-25 02:25:31","2256","1476","2421.7395737738","-32768","393","-32768","666","17538.492913225","4.6905271744672","0.71377587437545","2.4472315692872","119","91.5","78","33","79","19","11","3","840","195.77852554298","197.81788518405","37.6","1053","9534"
"96223386","18101.8","2019-02-26 09:17:44","2286","1417","2462.5267665953","-32768","384","-32768","670","17436.524931172","4.4865912103599","0.71377587437545","2.9570714795554","111","83.7","77","35","86","16","9","5","840","196.79820536352","197.81788518405","38.2","3260","9534"
"96223398","18344.4","2019-03-16 14:58:48","2330","1467","667.89028245131","-32768","309","-32768","913","17538.492913225","5.7102069950036","0.81574385642908","3.5688793718772","104","88.2","83","13","88","25","17","11","840","198.83756500459","199.85724482512","37.7","2243","9534"
"96223379","17961.7","2019-02-17 19:37:08","2258","1465","2182.1148159478","-32768","390","-32768","699","17232.588967064","5.6082390129499","0.81574385642908","2.9570714795554","107","84.3","80","14","81","19","13","6","840","195.77852554298","197.81788518405","37.8","461","9534"
"95222560","14362.9","2019-03-02 15:49:42","2389","1478","773.93698378709","969","945","676","969","18558.172733762","6.0161109411645","1.0196798205363","3.7728153359845","96","87.5","80","38","92","20","9","2","830","195.77852554298","195.77852554298","37.4","271","9551"
"96219949","32767.7","2019-03-28 08:47:30","2338","1487","1665.1371469359","-32768","969","-32768","-32768","16722.749056796","6.1180789232181","0.91771183848272","3.36494340777","111","82.6","93","14","90","25","17","9","830","198.83756500459","197.81788518405","38.3","752","J20150"
"96219947","32727.7","2019-03-24 19:31:44","2386","1550","1467.3192617518","-32768","969","-32768","929","16722.749056796","5.8121749770572","0.91771183848272","3.36494340777","113","91.1","94","23","92","30","17","12","830","198.83756500459","197.81788518405","40.8","606","J20150"
"95222559","14342.9","2019-03-01 11:50:59","2289","1538","776.9960232487","969","933","684","969","18150.300805547","5.9141429591108","1.0196798205363","3.7728153359845","98","90","82","42","81","23","14","9","830","195.77852554298","195.77852554298","37.1","385","9551"
"95222558","14322.8","2019-02-28 09:50:03","2260","1413","754.5630671969","969","940","706","969","18252.268787601","6.423982869379","1.0196798205363","3.6708473539309","102","82.3","85","22","81","22","15","8","840","196.79820536352","196.79820536352","37.8","2042","9551"
"95222557","14302.8","2019-02-26 21:40:28","2285","1389","813.70449678801","969","935","671","969","18456.204751708","6.7298868155399","0.91771183848272","3.6708473539309","103","76.7","82","1","82","20","11","2","840","196.79820536352","197.81788518405","36.9","7767","9551"
"95222555","14262.5","2019-02-12 11:07:24","2279","1493","711.73651473437","969","-32768","675","969","18456.204751708","6.0161109411645","1.12164780259","3.7728153359845","93","82.3","79","22","79","13","7","2","840","195.77852554298","195.77852554298","38.3","1854","9551"
"96223373","17841.6","2019-02-09 16:24:19","2251","1494","1934.3326195575","-32768","279","-32768","678","17640.460895279","4.4865912103599","0.81574385642908","3.1610074436627","108","86.8","79","39","82","25","12","7","840","196.79820536352","197.81788518405","37.7","3438","9534"
"96223366","17701.5","2019-02-01 02:40:49","2309","1519","1782.4003262975","-32768","353","-32768","693","17130.620985011","4.6905271744672","0.81574385642908","3.1610074436627","107","87.3","78","38","79","21","11","5","850","197.81788518405","197.81788518405","37.3","1899","9534"
"95222582","14803.2","2019-03-29 22:30:42","2462","1578","651.57540532273","969","943","690","969","18048.332823493","6.2200469052717","1.0196798205363","3.6708473539309","98","92.2","84","25","88","22","15","8","850","195.77852554298","195.77852554298","37.6","385","9551"
"96223369","17761.5","2019-02-04 18:10:23","2215","1505","1808.9120016315","-32768","262","-32768","685","17232.588967064","4.6905271744672","0.81574385642908","3.36494340777","103","84.5","78","34","89","15","6","1","840","195.77852554298","197.81788518405","36.4","934","9534"
"100803926","34077.7","2019-02-28 14:57:10","2254","1454","383.39961252167","-32768","969","969","937","16212.909146528","6.0161109411645","1.12164780259","3.5688793718772","99","90.7","83","29","82","25","17","12","830","204.95564392781","204.95564392781","37.2","331","J20141"
"96219948","32747.7","2019-03-26 17:05:53","2423","1502","1437.7485469563","-32768","969","-32768","875","16722.749056796","6.1180789232181","0.91771183848272","3.36494340777","111","84","92","18","93","27","18","12","830","197.81788518405","195.77852554298","39.7","1143","J20150"
"100803928","34117.8","2019-03-02 19:53:37","2442","1470","401.75384929132","-32768","969","969","-32768","16722.749056796","6.2200469052717","1.12164780259","3.6708473539309","97","93","81","33","82","19","9","3","830","204.95564392781","205.97532374834","37.3","2160","J20141"
"96223370","17781.5","2019-02-05 20:10:50","2328","1496","1929.2342204548","-32768","100","-32768","652","17538.492913225","4.6905271744672","0.81574385642908","3.36494340777","102","82.9","76","31","85","10","3","0","850","195.77852554298","197.81788518405","36.3","1483","9534"
"96219944","32667.6","2019-03-19 13:31:13","2259","1488","1460.1815030081","-32768","969","-32768","-32768","17232.588967064","5.9141429591108","1.0196798205363","3.5688793718772","105","87.9","88","25","85","19","12","7","830","195.77852554298","193.73916590191","38","143","J20150"
"96219945","32687.6","2019-03-21 18:19:30","2296","1443","1384.7251962884","-32768","969","-32768","-32768","16722.749056796","6.0161109411645","1.0196798205363","3.5688793718772","104","82.7","87","14","83","24","13","8","830","197.81788518405","195.77852554298","38.1","1069","J20150"
"95908647","17746.3","2019-02-12 16:11:07","2258","1510","981.95166717651","921","-32768","967","-32768","18354.236769654","6.423982869379","1.12164780259","3.8747833180381","93","81.3","76","14","76","14","8","2","840","192.71948608137","194.75884572244","37.3","1890","9535"
"96219946","32707.7","2019-03-23 09:49:21","2314","1491","1511.1654940349","-32768","969","969","-32768","16824.71703885","6.2200469052717","1.0196798205363","3.5688793718772","104","85","86","31","83","19","11","6","830","199.85724482513","198.83756500459","39.8","2006","J20150"
"96219942","32627.6","2019-03-17 00:59:55","2381","1477","1518.3032527786","-32768","969","-32768","-32768","16620.781074743","5.5062710308963","0.91771183848272","3.4669113898236","111","84.9","95","40","92","25","16","10","830","195.77852554298","193.73916590191","37.8","226","J20150"
"96223406","18504.6","2019-03-27 13:38:34","2240","1477","625.06372998878","-32768","244","-32768","-32768","17334.556949118","5.6082390129499","0.81574385642908","3.5688793718772","102","86.6","83","30","80","23","17","11","840","198.83756500459","198.83756500459","38.2","4490","9534"
"96223407","18524.6","2019-03-28 15:52:45","2380","1483","701.53971652901","-32768","182","-32768","-32768","17640.460895279","4.9964311206281","0.91771183848272","3.6708473539309","101","90.1","82","32","85","27","16","10","840","198.83756500459","199.85724482512","36.5","4510","9534"
"96223408","18544.6","2019-03-29 22:26:57","2276","1501","662.79188334863","-32768","152","-32768","-32768","17844.396859386","5.4043030488427","0.81574385642908","3.6708473539309","103","94.4","82","25","91","25","15","8","840","198.83756500459","199.85724482512","36.6","33","9534"
"87093617","16216.8","2019-02-12 19:41:00","2252","1525","1266.4423371061","695","620","509","610","16824.71703885","6.423982869379","1.3255837666973","3.9767513000918","91","86.9","76","20","79","10","5","1","830","189.66044661976","187.62108697869","36.5","253","9550"
"96223405","18484.5","2019-03-26 07:07:45","2267","1448","650.55572550219","-32768","267","-32768","-32768","17334.556949118","5.0983991026818","0.81574385642908","3.6708473539309","104","86","84","28","81","26","19","14","840","198.83756500459","199.85724482512","36.7","3597","9534"
"96219943","32647.6","2019-03-18 06:41:34","2244","1513","1460.1815030081","-32768","969","-32768","-32768","16620.781074743","5.6082390129499","1.0196798205363","3.4669113898236","111","88.2","97","33","92","23","16","9","830","197.81788518405","195.77852554298","38.3","216","J20150"
"96219941","32607.6","2019-03-15 22:52:15","2288","1448","1579.4840420108","-32768","969","-32768","-32768","16824.71703885","5.8121749770572","1.0196798205363","3.4669113898236","109","82.6","95","18","95","25","18","12","830","195.77852554298","193.73916590191","37.9","570","J20150"
"96223390","18181.9","2019-03-02 23:20:32","2274","1451","2440.0938105435","-32768","101","-32768","686","17640.460895279","4.3846232283063","0.71377587437545","2.7531355154482","114","87","78","39","79","17","9","2","830","195.77852554298","196.79820536352","37.7","34","9534"
"96219939","32567.5","2019-03-12 16:18:53","2309","1523","1346.9970429285","-32768","-32768","-32768","-32768","16518.813092689","5.5062710308963","1.12164780259","3.6708473539309","98","89.2","79","32","76","27","12","8","830","197.81788518405","195.77852554298","39.1","15","J20150"
"96219940","32587.6","2019-03-14 15:47:47","2243","1519","1480.5750994188","-32768","969","-32768","-32768","16620.781074743","6.3220148873254","0.91771183848272","3.4669113898236","109","90.3","93","14","90","30","14","9","830","195.77852554298","193.73916590191","39.8","381","J20150"
"96219937","32527.5","2019-03-09 23:30:04","2323","1456","1381.6661568268","-32768","-32768","-32768","-32768","16620.781074743","6.1180789232181","1.12164780259","3.8747833180381","100","82.4","81","15","89","23","12","3","830","195.77852554298","193.73916590191","37.5","1375","J20150"
"96219938","32547.5","2019-03-11 14:24:04","2359","1493","1482.6144590599","-32768","-32768","-32768","-32768","16620.781074743","6.2200469052717","1.2236157846436","3.9767513000918","94","85.4","75","17","78","19","6","1","830","195.77852554298","193.73916590191","38.8","611","J20150"
"96219936","32507.5","2019-03-08 17:03:18","2349","1443","1376.5677577241","-32768","-32768","-32768","-32768","16518.813092689","5.7102069950036","1.12164780259","3.6708473539309","104","83.6","85","34","81","25","14","8","830","195.77852554298","193.73916590191","38","196","J20150"
"96219935","32487.5","2019-03-07 14:57:49","2313","1494","1383.7055164678","-32768","-32768","-32768","-32768","16620.781074743","5.7102069950036","1.12164780259","3.7728153359845","98","88.4","80","31","78","23","13","9","830","194.75884572244","192.71948608137","38.5","77","J20150"
"96219934","32467.5","2019-03-06 10:44:57","2313","1493","1420.4139900071","-32768","-32768","-32768","-32768","16722.749056796","5.8121749770572","1.12164780259","3.6708473539309","97","87.8","78","28","76","20","12","8","830","195.77852554298","194.75884572244","37.3","975","J20150"
"96219933","32447.4","2019-03-05 02:58:21","2314","1422","1315.3869684919","-32768","-32768","-32768","-32768","16926.685020903","6.3220148873254","1.12164780259","3.5688793718772","99","79.9","79","18","77","22","14","8","830","194.75884572244","192.71948608137","36.9","1306","J20150"
"96219932","32427.4","2019-03-03 20:33:31","2243","1525","1456.1027837259","-32768","-32768","-32768","-32768","16824.71703885","5.6082390129499","1.12164780259","3.6708473539309","97","87.2","78","34","76","26","12","7","830","194.75884572244","192.71948608137","38.2","170","J20150"
"100803940","34358","2019-03-19 08:32:07","2445","1492","366.06505557255","-32768","969","969","967","16416.845110635","6.5259508514327","1.0196798205363","3.5688793718772","107","100","88","12","87","28","15","8","840","206.99500356888","206.99500356888","38","3667","J20141"
"100803941","34378","2019-03-20 10:53:51","2289","1482","387.47833180381","-32768","969","969","940","32323.850311002","5.8121749770572","1.0196798205363","3.6708473539309","98","97.8","80","35","82","22","13","8","840","204.95564392781","204.95564392781","39.1","1747","J20141"
"95222548","14122.3","2019-02-02 11:22:42","2311","1531","674.00836137453","969","-32768","666","969","18354.236769654","6.1180789232181","1.12164780259","3.7728153359845","96","85.1","80","21","86","29","12","7","850","195.77852554298","195.77852554298","37.2","772","9551"
"95222553","14222.4","2019-02-08 17:32:07","2248","1439","712.75619455491","969","-32768","681","969","18252.268787601","5.7102069950036","1.12164780259","3.8747833180381","94","75.6","79","29","80","23","11","7","850","195.77852554298","195.77852554298","36.2","827","9551"
"95222551","14182.4","2019-02-06 02:20:29","2262","1535","696.44131742633","969","-32768","642","969","18762.108697869","5.9141429591108","1.12164780259","3.8747833180381","93","85.2","77","33","78","13","3","0","860","195.77852554298","196.79820536352","36.2","274","9551"
"95222552","14202.4","2019-02-07 11:02:02","2302","1540","684.20515957989","969","-32768","656","969","18762.108697869","5.9141429591108","1.12164780259","3.8747833180381","93","85.7","77","18","80","12","5","0","860","195.77852554298","196.79820536352","36.9","1361","9551"
"95222550","14162.4","2019-02-05 00:01:12","2288","1433","718.87427347813","969","-32768","647","969","18660.140715815","6.423982869379","1.12164780259","3.8747833180381","93","75.2","78","26","87","16","5","0","850","195.77852554298","195.77852554298","37.8","180","9551"
"96219930","32387.4","2019-03-01 15:46:06","2258","1486","1397.9810339553","-32768","-32768","-32768","-32768","16518.813092689","5.5062710308963","1.0196798205363","3.5688793718772","101","86","81","37","91","22","14","9","820","195.77852554298","193.73916590191","38.1","256","J20150"
"96219929","32367.4","2019-02-28 11:45:37","2262","1472","1419.3943101866","-32768","923","-32768","-32768","16416.845110635","5.9141429591108","1.0196798205363","3.5688793718772","101","81.3","83","29","79","22","15","12","820","194.75884572244","192.71948608137","38","210","J20150"
"96219928","32347.4","2019-02-27 07:41:53","2279","1440","1457.1224635464","-32768","-32768","-32768","-32768","16416.845110635","5.9141429591108","1.12164780259","3.6708473539309","97","82.6","76","20","75","18","11","4","830","195.77852554298","193.73916590191","39.2","359","J20150"
"95908659","17986.4","2019-02-26 21:27:11","2401","1483","832.05873355766","-32768","-32768","-32768","-32768","17742.428877333","5.6082390129499","1.12164780259","3.8747833180381","95","82.3","76","38","79","19","11","6","840","197.81788518405","199.85724482512","37.6","573","9535"
"100803931","34177.8","2019-03-06 15:48:28","2418","1569","409.91128785561","-32768","969","969","-32768","16314.877128582","6.0161109411645","1.0196798205363","3.5688793718772","99","105.2","83","41","83","21","13","8","840","203.93596410727","204.95564392781","38","1046","J20141"
"95222549","14142.4","2019-02-03 17:06:49","2250","1518","677.06740083614","969","-32768","655","969","18150.300805547","6.1180789232181","1.12164780259","3.8747833180381","95","81.3","80","31","89","21","14","9","840","195.77852554298","195.77852554298","36.5","227","9551"
"95908683","18467","2019-03-29 17:53:20","2429","1567","1202.2025084124","-32768","-32768","926","-32768","24880.187621087","6.0161109411645","1.12164780259","3.7728153359845","98","90.7","79","24","86","24","16","8","840","192.71948608137","194.75884572244","37","178","9535"
"96223399","18364.4","2019-03-17 17:17:59","2218","1455","681.14612011828","-32768","263","-32768","-32768","17436.524931172","5.2003670847354","0.81574385642908","3.5688793718772","104","89.8","85","31","82","25","19","13","840","198.83756500459","199.85724482512","37.1","58","9534"
"96223400","18384.4","2019-03-18 20:15:14","2318","1491","699.50035688794","-32768","228","-32768","-32768","17844.396859386","4.9964311206281","0.81574385642908","3.6708473539309","103","94.2","82","38","79","20","13","9","830","198.83756500459","199.85724482512","40.6","1896","9534"
"95908681","18426.9","2019-03-27 01:53:55","2302","1595","1115.5297236668","-32768","-32768","922","-32768","17130.620985011","5.8121749770572","1.12164780259","3.7728153359845","99","89.9","81","30","79","22","18","13","840","193.73916590191","196.79820536352","37.8","984","9535"
"95908682","18446.9","2019-03-28 11:22:28","2304","1519","1187.9269909248","-32768","-32768","933","-32768","18660.140715815","6.0161109411645","1.12164780259","3.7728153359845","100","86.6","80","28","80","25","18","11","840","193.73916590191","195.77852554298","37.8","1697","9535"
"96223401","18404.5","2019-03-20 17:58:43","2265","1403","684.20515957989","-32768","288","-32768","-32768","18150.300805547","5.4043030488427","0.81574385642908","3.6708473539309","101","83.5","81","23","79","27","14","8","840","198.83756500459","199.85724482512","37.2","5221","9534"
"96223394","18264.3","2019-03-11 00:13:01","2303","1445","755.58274701744","-32768","299","-32768","-32768","18048.332823493","5.0983991026818","0.81574385642908","3.2629754257163","103","87.8","79","23","91","14","6","2","840","198.83756500459","198.83756500459","37.3","3112","9534"
"96223395","18284.3","2019-03-12 02:52:15","2396","1487","729.07107168349","-32768","232","-32768","-32768","17946.36484144","5.0983991026818","0.81574385642908","3.5688793718772","102","93.3","79","35","79","28","11","5","840","197.81788518405","197.81788518405","37.3","767","9534"
"96219927","32327.4","2019-02-25 23:28:07","2335","1459","1321.5050474151","-32768","969","969","-32768","16314.877128582","6.3220148873254","1.12164780259","3.6708473539309","94","82.2","73","8","72","19","9","6","830","195.77852554298","193.73916590191","44.9","1654","J20150"
"95222554","14242.4","2019-02-11 02:35:49","2261","1567","688.28387886204","969","-32768","670","969","18150.300805547","6.7298868155399","1.0196798205363","3.7728153359845","93","85.7","78","12","79","25","12","8","840","195.77852554298","196.79820536352","37.9","998","9551"
"96223397","18324.3","2019-03-14 15:47:40","2407","1458","665.85092281024","-32768","256","-32768","-32768","17640.460895279","5.302335066789","0.81574385642908","3.5688793718772","104","91.9","83","27","91","29","17","12","840","198.83756500459","199.85724482512","36.9","3038","9534"
"95908638","17566.1","2019-02-01 11:11:10","2263","1566","905.47568063628","-32768","-32768","-32768","-32768","17742.428877333","5.7102069950036","1.2236157846436","3.8747833180381","93","81.3","76","39","79","24","13","8","840","192.71948608137","193.73916590191","36.8","88","9535"
"95908639","17586.1","2019-02-02 17:58:33","2259","1548","872.84592637912","-32768","-32768","932","-32768","17640.460895279","6.0161109411645","1.12164780259","3.8747833180381","94","81.2","78","19","88","22","14","8","840","192.71948608137","193.73916590191","37.2","219","9535"
"95908640","17606.1","2019-02-03 22:57:16","2243","1503","908.53472009789","-32768","-32768","-32768","-32768","17742.428877333","5.7102069950036","1.2236157846436","3.8747833180381","93","76.2","76","30","87","21","13","7","840","192.71948608137","194.75884572244","37.2","394","9535"
"95908641","17626.1","2019-02-05 02:47:59","2256","1564","956.4596716631","-32768","-32768","-32768","-32768","18252.268787601","6.0161109411645","1.2236157846436","3.9767513000918","91","83.2","74","27","78","12","4","0","850","193.73916590191","195.77852554298","37.2","1139","9535"
"95908642","17646.2","2019-02-06 08:17:39","2313","1594","985.01070663811","-32768","-32768","-32768","-32768","18252.268787601","5.9141429591108","1.3255837666973","4.3846232283063","91","85.8","74","35","76","12","3","0","850","191.69980626083","193.73916590191","37.7","256","9535"
"95908643","17666.2","2019-02-07 15:10:41","2260","1554","996.22718466401","-32768","-32768","-32768","-32768","18048.332823493","5.6082390129499","1.3255837666973","3.8747833180381","91","80.4","78","16","88","19","6","1","850","190.6801264403","193.73916590191","37.8","2926","9535"
"96223396","18304.3","2019-03-13 08:29:49","2351","1461","668.90996227185","-32768","148","-32768","-32768","17844.396859386","4.7924951565209","0.81574385642908","3.5688793718772","102","91.4","79","40","84","27","12","8","840","197.81788518405","198.83756500459","36.9","3849","9534"
"96223393","18244.3","2019-03-09 16:10:48","2340","1427","670.94932191292","-32768","315","-32768","-32768","17640.460895279","4.5885591924136","0.71377587437545","3.0590394616091","109","85.4","83","20","85","25","16","10","840","195.77852554298","197.81788518405","36.2","2493","9534"
"96223391","18201.9","2019-03-07 01:36:14","2270","1485","2389.1098195167","-32768","240","-32768","670","17436.524931172","4.9964311206281","0.71377587437545","2.5491995513409","115","90.9","78","9","86","28","12","7","840","197.81788518405","197.81788518405","37.2","3509","9534"
"96223392","18224.3","2019-03-08 09:32:55","2444","1479","712.75619455491","-32768","235","-32768","-32768","17742.428877333","4.2826552462527","0.81574385642908","2.9570714795554","108","88.4","78","38","80","20","13","8","840","196.79820536352","197.81788518405","35.9","732","9534"
"96219926","32307.3","2019-02-23 09:20:04","2298","1503","1309.2688895687","-32768","969","969","-32768","15397.165290099","6.2200469052717","1.0196798205363","3.5688793718772","96","90.8","76","9","78","19","10","1","830","195.77852554298","194.75884572244","39.3","1661","J20150"
"95908680","18406.9","2019-03-25 23:37:30","2351","1544","951.36127256041","-32768","-32768","932","-32768","17232.588967064","5.5062710308963","1.12164780259","3.7728153359845","99","89.4","83","32","80","28","20","17","840","194.75884572244","197.81788518405","37","285","9535"
"96223389","18161.9","2019-03-01 19:59:55","2270","1473","2443.1528500051","-32768","401","-32768","692","17232.588967064","4.3846232283063","0.71377587437545","2.9570714795554","111","90.7","78","43","82","20","12","7","830","195.77852554298","197.81788518405","37.2","74","9534"
